caseid	gender	race	c1rrscal	c1rrttsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	lower(az1)	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig	rv
1441	1	1	23	52	21	55	27	56	7	7	27	46	28	53	23	46	33	48	33	51	26	46	46	46	35	43	34	49	3.00	2.60	2.67	3.00	3.25	3.00	1.00	1.25	2	2	5	1	1	0	5	5	2	48	4	2	1	2	1	1	1	1	4	3	1	3	2	4	3	2	2	3	50	1	2	3	3	3	3	3	3	3	0.28	0.01
1442	2	1	25	55	13	42	30	60	6	8	33	52	28	52	32	57	33	48	29	47	34	54	50	48	39	47	33	48	2.83	2.60	1.67	2.33	3.00	3.00	1.40	1.25	1	1	3	2	1	44	5	3	2	48	4	2	3	2	2	2	3	2	4	4	4	4	4	2	4	2	2	2	75	1	1	3	3	3	3	3	3	2	0.28	0.57
1443	1	1	22	51	21	54	22	51	6	6	31	50	23	47	26	49	41	54	33	51	34	54	51	48	39	47	38	54	3.00	3.00	2.67	2.50	3.00	2.40	1.20	2.00	1	2	5	1	1	7	5	6	2	48	4	2	3	2	1	1	1	1	4	3	3	3	2	1	2	2	2	2	60	1	2	3	3	3	3	3	3	6	0.34	0.33
1444	1	1	25	55	20	52	24	53	3	5	35	55	23	47	27	51	50	60	42	59	33	54	69	59	44	52	36	52	3.17	2.80	3.67	3.17	3.75	3.00	2.00	1.25	1	2	5	1	1	3	5	6	2	48	4	2	3	3	2	2	2	1	4	3	4	3	3	3	3	2	3	4	100	2	1	3	3	3	3	3	3	7	0.33	0.10
1445	1	1	22	51	22	55	20	48	8	5	34	54	37	61	27	50	41	54	34	52	32	53	49	47	52	59	42	60	3.33	3.00	4.00	3.67	3.75	3.60	1.40	1.25	1	1	5	1	1	15	3	5	2	48	4	1	1	1	1	1	2	1	4	3	4	4	3	4	3	2	4	3	200	1	1	2	3	3	3	3	3	7	0.29	0.37
1446	1	1	23	53	19	51	19	46	4	4	30	49	30	54	33	58	41	54	31	50	31	51	44	44	38	46	35	51	2.50	2.80	4.00	2.50	3.00	2.80	1.80	2.25	1	2	4	1	1	9	5	3	2	48	4	2	2	1	3	2	1	1	3	4	2	4	2	4	2	1	1	1	125	2	2	3	2	2	3	3	3	7	0.30	0.96
1447	2	1	16	42	15	45	15	40	6	8	25	44	22	45	30	55	23	35	22	41	29	49	33	35	31	39	35	51	3.00	2.80	3.67	3.33	3.25	3.00	1.20	1.25	1	2	4	1	1	33	6	6	2	48	4	1	3	2	3	2	3	1	4	3	2	2	2	2	2	2	1	2	200	2	1	3	3	3	3	3	3	2	0.28	0.74
1448	1	1	14	37	14	43	23	52	4	2	26	45	26	50	28	52	32	47	32	51	39	61	44	44	45	53	39	56	3.17	2.80	3.00	2.67	2.75	2.60	1.80	1.50	2	1	5	2	1	0	5	5	2	48	4	1	4	2	3	2	3	1	3	4	3	4	3	4	3	3	3	3	100	1	1	3	3	3	3	3	3	4	0.28	0.85
1449	2	1	33	63	29	62	37	69	8	8	35	54	33	57	45	76	41	54	41	58	45	72	71	60	55	62	48	73	3.50	3.00	3.33	3.67	3.25	2.80	2.00	1.50	1	1	5	1	1	8	4	5	2	48	4	1	2	2	3	2	3	2	4	4	2	4	2	4	2	2	2	2	50	1	1	3	3	3	2	3	3	5	0.27	0.00
1450	1	1	39	68	36	69	39	71	7	8	49	63	42	65	42	69	62	66	51	67	40	62	75	63	61	71	47	70	3.83	3.00	4.00	3.17	2.75	3.20	1.60	1.25	1	2	4	1	1	10	5	6	2	48	4	2	1	1	2	2	1	1	6	4	4	4	3	4	4	3	3	3	50	1	1	3	3	3	3	3	3	7	0.34	0.40
1451	1	1	21	50	21	55	23	51	6	8	27	46	29	53	33	58	39	53	34	52	32	52	55	51	45	52	33	48	3.17	3.00	4.00	2.00	2.50	2.20	2.00	2.00	1	2	4	1	1	49	5	3	2	48	4	1	2	1	1	2	2	1	3	3	3	3	2	3	3	3	3	3	50	1	1	3	3	3	3	3	3	7	0.26	0.49
1452	2	1	21	50	20	52	23	53	5	7	30	49	36	60	29	53	32	47	37	55	32	52	42	43	50	57	32	47	3.00	2.80	3.33	3.17	3.67	3.20	1.00	1.75	1	2	8	1	1	43	5	3	2	48	4	2	3	2	3	3	3	2	3	3	2	4	2	4	3	1	3	4	40	2	2	3	3	3	3	3	3	7	0.33	0.78
1453	1	1	30	60	29	63	27	57	9	6	45	61	35	59	35	60	51	60	40	58	41	64	74	62	54	61	44	64	3.67	3.60	3.67	2.83	2.75	2.80	2.00	1.50	1	2	4	1	1	49	5	5	2	48	4	2	3	1	1	2	2	1	4	3	4	4	4	4	4	3	3	4	100	1	2	2	3	3	3	3	3	7	0.26	0.38
1454	2	1	26	56	21	54	31	62	8	8	40	58	32	56	32	56	63	66	33	51	32	53	73	61	49	56	36	52	2.83	3.00	3.67	2.83	3.00	3.00	1.60	1.25	1	2	4	1	1	15	5	3	2	48	4	2	2	2	3	2	2	1	3	4	3	3	2	3	3	3	2	2	75	1	1	3	3	3	3	3	3	7	0.32	0.17
1455	1	1	25	54	20	53	36	68	3	8	31	51	23	48	32	56	39	53	36	54	31	51	61	54	37	45	39	55	3.50	2.60	3.33	2.83	3.25	3.00	1.80	1.25	1	2	4	1	1	44	6	4	2	48	4	2	3	1	3	2	2	2	4	3	3	3	2	4	3	4	3	2	40	1	1	3	3	3	3	3	3	3	0.34	0.62
1456	2	1	25	54	14	43	33	64	4	7	31	51	30	54	38	63	38	52	32	51	39	61	54	50	42	50	39	56	3.33	2.80	3.33	2.83	3.00	3.00	1.80	1.50	1	2	5	1	1	5	5	4	2	48	4	2	4	1	1	1	3	1	6	4	3	4	4	4	3	4	3	3	80	1	1	2	3	3	3	3	3	7	0.26	0.09
1457	2	1	34	64	28	62	29	59	8	8	34	54	26	50	27	51	45	57	34	52	37	58	62	55	45	52	37	53	2.83	3.00	3.33	3.33	3.00	3.00	2.00	2.00	1	2	4	1	1	0	5	5	2	48	4	2	1	1	1	1	1	1	3	4	3	4	4	4	3	3	3	4	100	1	1	3	3	3	3	3	3	7	0.33	0.36
1458	1	5	24	53	39	71	36	67	5	5	30	50	43	66	40	66	35	49	47	63	40	62	72	61	54	61	43	61	3.00	2.60	3.33	3.67	3.75	3.40	1.20	1.00	1	2	4	1	1	0	6	6	1	48	4	1	2	2	2	2	2	1	5	3	2	1	3	2	3	2	2	3	20	2	1	2	3	3	3	3	3	7	0.28	0.23
1459	1	1	34	64	23	57	39	71	9	8	52	65	54	75	41	67	51	60	52	68	43	68	70	59	55	62	44	64	3.33	3.00	2.67	3.83	3.50	3.00	1.20	1.00	1	1	5	1	1	15	3	5	2	48	4	1	2	1	1	2	2	2	3	4	4	4	3	2	3	2	4	2	75	1	2	3	3	3	3	3	3	7	0.25	0.80
1460	1	1	40	68	23	57	28	57	7	8	50	64	36	60	35	60	60	65	37	55	40	62	68	58	49	56	41	58	3.17	2.80	3.33	3.00	2.50	2.20	1.60	1.50	1	1	3	2	2	7	5	6	2	48	4	1	2	1	2	1	2	2	5	4	4	4	3	3	3	2	3	2	200	2	1	3	3	3	3	3	3	3	0.34	0.08
1461	2	1	25	55	18	50	27	57	7	8	33	53	32	56	29	53	36	51	32	50	33	53	50	48	39	46	37	52	3.50	3.00	4.00	1.83	2.00	2.00	2.00	2.00	1	2	5	1	1	25	4	6	2	48	4	1	3	1	1	2	2	1	4	4	4	3	3	4	3	3	3	4	200	2	1	3	3	3	3	3	3	5	0.32	0.92
1462	1	1	20	48	20	53	29	59	7	8	34	54	28	52	35	60	37	51	34	53	38	60	71	60	50	57	43	62	2.50	2.40	3.33	2.00	3.00	2.80	1.80	1.75	1	2	3	2	1	20	6	6	2	48	4	2	3	1	4	2	3	2	5	3	3	2	2	3	3	3	3	3	100	2	2	3	3	3	3	3	3	4	0.28	0.20
1463	1	1	25	54	27	61	33	64	8	6	27	45	35	58	33	57	33	48	43	60	35	55	55	51	52	58	42	61	3.50	2.60	3.33	3.33	2.50	2.60	2.00	2.25	1	2	5	1	1	45	6	6	2	48	4	2	4	2	1	1	1	1	4	3	1	2	1	4	2	2	4	2	100	2	1	3	3	3	3	3	3	7	0.27	0.25
1464	1	1	71	84	29	63	23	52	3	4	71	75	35	59	35	60	74	72	42	60	40	62	77	64	55	62	37	53	3.00	3.00	3.33	2.33	3.00	2.80	1.60	1.00	1	2	4	1	1	82	7	6	2	48	4	2	2	1	3	3	1	2	4	3	2	2	1	3	3	3	3	3	200	2	1	3	3	3	3	3	3	4	0.33	0.05
1465	2	1	27	58	25	59	31	61	8	8	36	55	36	60	37	62	42	55	39	57	37	59	65	56	44	51	40	57	2.00	1.60	3.67	3.83	3.25	3.80	1.20	1.75	1	2	5	1	1	9	3	5	2	48	4	1	2	1	2	2	3	2	4	4	3	4	2	3	3	2	1	3	75	2	1	3	3	3	3	3	3	7	0.26	0.21
1466	1	2	17	43	14	43	22	51	3	8	25	43	20	43	17	37	28	42	22	40	24	43	50	48	34	42	28	42	2.00	3.00	3.00	2.00	2.25	2.60	1.80	1.25	2	2	7	1	1	0	5	2	2	48	4	1	2	2	2	2	2	2	5	4	2	4	4	1	4	4	4	4	10	2	1	2	3	3	3	3	3	0	0.25	0.38
1467	2	1	30	60	28	62	25	55	9	8	45	61	37	60	27	50	65	67	52	68	30	50	73	61	56	63	43	62	3.00	3.40	3.00	3.67	2.25	3.40	1.00	1.00	1	2	3	2	2	20	3	4	2	48	4	1	2	2	2	2	3	2	4	4	3	4	2	3	3	2	3	3	45	1	1	3	3	3	3	3	3	6	0.32	0.58
1468	2	1	19	47	17	48	15	42	3	6	28	47	27	51	21	43	33	48	30	48	27	47	50	48	35	43	35	50	3.33	3.00	3.33	3.67	3.50	3.00	1.00	2.25	2	2	6	1	1	0	5	6	1	48	4	1	2	2	3	2	2	2	4	2	2	2	1	2	3	2	1	1	20	1	2	3	3	3	3	3	3	7	0.26	0.10
1469	1	5	48	73	28	62	32	62	7	6	65	72	36	60	36	61	68	69	49	65	34	55	80	66	56	63	44	63	3.17	2.40	2.67	3.67	3.25	3.60	1.20	1.75	1	2	5	1	1	12	5	6	2	48	4	1	2	2	2	2	2	3	4	4	4	1	2	1	3	2	3	2	100	1	1	3	3	3	3	3	3	3	0.31	0.99
1470	2	2	35	65	25	59	22	51	8	6	49	63	35	59	32	56	49	59	36	54	33	53	60	54	46	53	35	51	3.00	3.20	4.00	2.83	2.75	3.40	2.00	1.25	1	2	4	1	1	45	5	5	2	48	4	1	1	1	1	2	1	1	4	3	3	4	2	2	3	3	2	2	25	1	2	3	3	3	3	3	3	5	0.25	0.91
1471	1	7	24	54	18	50	9	29	3	1	28	47	19	41	11	28	32	46	31	50	19	36	56	52	34	41	22	35	3.50	2.20	4.00	2.67	3.00	3.00	2.00	1.50	1	2	4	1	1	40	6	6	2	48	4	2	3	3	3	3	3	3	2	3	3	4	3	3	4	3	4	4	50	1	1	3	3	3	3	3	3	7	0.25	0.92
1472	2	1	31	62	20	53	29	59	8	5	34	53	29	53	34	59	36	50	31	50	37	59	64	56	44	52	43	62	3.50	3.80	3.33	3.00	3.50	3.00	1.00	1.50	1	2	3	2	1	28	5	5	2	48	4	2	2	2	1	1	2	1	4	3	1	3	3	3	3	3	2	3	50	2	1	3	3	3	3	3	3	1	0.31	0.32
1473	2	1	18	44	20	53	25	55	6	8	35	55	28	52	28	52	34	49	37	55	31	51	54	50	42	50	40	57	3.33	3.20	3.33	3.50	4.00	3.20	1.00	2.50	2	2	5	1	1	0	5	5	2	48	4	1	1	1	2	1	2	1	6	3	3	4	3	4	3	2	3	3	200	1	1	3	3	3	3	3	3	7	0.34	0.31
1474	2	5	35	65	25	59	25	55	8	8	59	69	35	59	34	58	66	68	44	61	35	56	73	61	53	59	43	62	3.33	3.20	3.00	2.67	2.50	2.80	1.80	1.50	2	2	4	1	1	0	3	6	2	48	4	1	2	2	2	2	2	2	4	4	4	2	2	4	2	2	3	2	55	2	1	3	3	3	3	3	3	7	0.28	0.83
1475	2	1	21	50	20	54	25	54	5	8	37	56	28	52	30	54	36	50	29	47	27	46	60	54	52	59	45	65	3.33	3.60	4.00	3.00	3.00	2.60	1.40	1.25	1	2	5	1	1	40	6	3	2	48	4	1	1	1	2	2	1	1	4	4	4	3	3	4	2	1	2	2	50	2	1	3	3	2	3	3	3	1	0.29	0.75
1476	2	1	63	80	40	73	40	72	8	8	72	75	46	68	42	69	77	74	44	61	41	64	85	72	56	63	44	64	3.00	2.60	3.00	2.17	2.25	2.60	1.80	1.25	1	2	4	1	1	30	5	5	2	48	4	2	1	1	2	2	1	1	4	4	2	3	2	4	3	2	3	3	200	1	1	3	3	3	3	3	3	7	0.26	0.70
1477	1	1	36	66	41	74	30	60	5	4	52	65	37	61	38	64	62	66	49	65	42	65	72	61	55	62	41	58	3.83	3.20	3.00	3.33	2.50	2.40	2.00	1.00	1	2	4	1	1	40	6	6	2	48	4	2	3	2	2	4	2	2	4	4	2	2	3	4	4	2	2	4	100	2	1	3	3	3	3	3	3	7	0.31	0.37
1478	2	1	15	41	21	55	23	52	7	8	32	52	30	54	23	46	39	53	37	55	30	49	62	55	49	56	34	49	3.50	3.20	3.67	2.33	2.50	2.20	1.80	1.00	1	2	4	1	1	43	6	6	2	48	4	1	3	2	4	3	5	1	6	4	4	4	3	4	4	2	3	4	100	2	1	3	3	3	3	3	3	7	0.26	0.65
1479	1	3	20	48	20	52	25	54	5	7	37	56	32	56	26	50	38	52	34	53	26	45	66	57	48	55	38	55	3.67	3.60	3.33	3.67	3.25	3.00	1.20	1.50	1	2	3	2	1	40	3	6	2	48	4	2	1	1	1	1	1	1	6	3	3	3	3	4	3	3	3	3	25	1	1	3	3	3	3	3	3	7	0.29	0.34
1480	1	1	31	61	35	68	38	70	9	4	38	57	38	61	43	71	49	59	53	69	42	65	80	66	59	68	45	66	3.17	3.00	3.33	3.17	2.50	2.60	3.00	1.00	1	2	5	1	1	0	6	6	2	48	4	2	3	1	1	1	2	2	4	4	3	3	2	2	3	2	3	3	75	2	1	3	3	3	3	3	3	5	0.31	0.52
1481	1	1	26	56	24	58	25	55	3	4	33	52	35	59	33	58	35	50	40	58	35	56	55	51	43	51	43	62	2.50	3.40	3.67	3.83	3.75	4.00	1.00	1.00	1	2	4	1	1	7	6	6	2	48	4	2	3	2	2	1	3	2	4	3	4	3	2	4	3	2	3	3	50	2	1	3	3	3	3	3	3	7	0.34	0.75
1482	2	1	18	45	24	58	32	62	6	8	27	46	25	49	35	60	33	48	26	44	33	53	62	55	47	54	42	61	2.83	2.80	3.00	3.33	3.75	3.40	1.00	1.00	1	2	5	1	1	49	5	6	2	48	4	1	1	2	1	2	3	2	2	4	4	4	4	2	3	2	4	4	100	2	1	2	3	3	3	3	3	0	0.33	0.58
1483	2	1	21	49	14	43	18	45	6	6	23	40	19	41	32	57	28	43	23	41	27	47	37	39	34	42	33	48	3.33	1.80	3.67	2.83	3.25	3.00	1.00	2.00	1	1	4	1	1	0	5	7	2	48	4	2	1	3	2	1	1	2	6	4	4	4	4	3	2	2	2	1	10	1	1	3	2	3	3	3	3	5	0.31	0.82
1484	1	2	23	52	19	52	19	46	9	6	33	53	31	55	25	48	39	53	31	50	26	46	50	48	39	47	35	51	3.17	2.80	3.67	2.17	3.00	2.60	2.00	2.00	1	2	5	1	1	35	5	3	2	48	4	2	2	2	2	3	2	2	4	3	2	3	3	4	2	3	4	4	30	1	2	2	3	3	3	3	3	7	0.29	0.17
1485	1	2	30	61	14	44	23	52	8	6	40	58	32	56	29	53	46	57	36	54	30	50	67	58	46	53	38	55	3.17	2.80	4.00	2.33	2.75	3.00	2.00	2.00	1	2	5	1	1	35	5	3	2	48	4	2	2	2	2	3	2	2	4	3	2	2	3	4	2	4	4	4	30	1	2	2	3	3	3	3	3	7	0.29	0.20
1486	1	4	13	36	16	46	19	47	7	7	23	41	20	42	30	54	33	48	30	48	37	58	47	46	39	47	42	59	2.33	3.60	3.67	2.33	3.50	3.60	2.00	1.25	2	2	5	1	1	8	3	8	2	48	4	1	3	2	2	3	3	2	3	3	3	2	2	2	2	2	1	1	60	1	1	2	2	3	2	3	2	5	0.25	0.26
1487	1	4	27	57	20	53	32	63	5	7	34	53	33	57	40	67	35	50	33	51	41	63	65	57	52	59	45	65	3.17	3.00	4.00	2.33	2.33	2.40	3.60	1.25	1	2	5	1	1	40	3	5	2	48	4	1	1	1	2	2	3	1	4	4	4	4	3	4	4	3	4	4	100	1	1	3	3	2	2	3	3	3	0.32	0.55
1488	1	2	16	42	12	38	17	44	3	7	25	44	20	42	25	48	34	49	18	34	27	46	41	42	36	44	32	47	3.17	2.80	3.67	2.33	3.00	2.80	1.00	1.00	2	1	4	1	1	0	6	6	2	48	4	1	2	1	2	3	2	2	4	2	2	4	2	2	3	2	2	4	100	1	1	3	3	3	3	3	3	2	0.33	0.15
1489	1	4	58	78	33	66	22	51	9	8	69	74	39	63	26	50	76	73	35	54	31	51	79	65	51	58	42	60	3.83	3.20	3.67	3.67	3.75	3.60	1.60	1.00	1	2	3	2	1	100	5	5	2	48	4	1	1	1	1	2	2	1	5	4	4	4	3	4	3	3	3	2	80	1	2	3	3	3	3	3	3	2	0.31	0.64
1490	2	3	24	53	16	47	15	41	6	5	29	48	25	49	27	51	39	53	30	49	28	48	56	52	49	56	31	46	3.33	2.20	2.67	3.17	3.75	3.25	1.20	1.00	2	2	8	1	1	0	3	3	1	48	4	1	2	2	2	2	2	2	6	1	2	1	2	2	2	1	1	2	5	1	1	2	3	3	3	3	3	2	0.27	0.59
1491	2	1	29	59	23	57	36	68	7	8	35	54	33	57	37	62	45	57	47	63	42	66	67	58	53	60	44	63	3.33	2.80	4.00	3.50	3.50	2.80	1.00	1.33	1	2	4	1	1	0	5	3	2	48	4	1	2	2	1	2	1	1	4	3	2	3	4	4	3	2	3	2	200	2	1	3	3	3	3	3	3	7	0.28	0.04
1492	1	1	27	57	17	48	14	40	5	6	28	47	19	41	20	42	31	45	30	49	25	44	47	46	32	39	31	46	3.17	2.80	3.00	3.17	3.75	3.60	1.60	2.00	2	1	4	1	2	3	3	6	2	48	4	1	3	2	3	2	2	2	4	3	1	2	2	3	2	1	2	4	100	1	2	3	2	3	3	3	3	2	0.29	0.21
1493	1	3	21	50	12	40	18	45	8	6	29	49	17	38	27	51	30	45	19	36	31	52	40	41	49	56	37	54	3.00	2.80	2.33	2.83	3.00	3.00	1.80	1.50	1	2	4	2	1	13	5	6	2	48	4	2	3	1	3	2	2	1	4	4	2	4	2	2	4	2	4	4	200	1	1	3	3	3	3	3	3	7	0.27	0.96
1494	1	1	14	37	13	40	19	46	6	1	22	39	29	53	22	45	28	42	34	52	27	46	48	47	44	51	34	50	3.67	3.20	3.67	2.00	3.25	2.60	1.20	2.50	1	2	5	1	1	0	6	7	2	48	4	1	2	1	1	1	1	1	5	4	4	4	4	3	4	3	3	3	100	2	1	3	3	3	3	3	3	7	0.30	0.10
1495	2	1	28	58	15	44	17	43	4	4	37	56	25	49	24	47	47	57	28	47	25	44	57	52	37	45	30	45	3.67	2.80	3.33	2.67	2.50	2.00	2.00	1.75	1	2	5	1	1	40	5	3	2	48	4	1	1	2	3	2	3	2	4	3	3	2	3	2	2	3	2	3	75	2	2	2	3	3	3	3	3	2	0.27	0.15
1496	2	1	14	38	13	41	16	43	6	4	24	43	21	45	27	51	28	43	28	47	31	51	44	44	42	50	37	52	3.17	2.40	3.00	2.33	2.00	3.00	2.60	2.25	1	2	4	1	1	10	2	5	2	48	4	1	2	2	2	2	2	2	5	4	4	2	3	4	3	2	2	2	100	1	2	3	3	2	3	3	3	2	0.30	0.70
1497	2	5	33	63	28	61	17	44	6	3	51	64	41	64	24	47	57	63	49	65	30	50	75	62	54	60	34	50	2.83	3.00	2.33	3.25	3.00	3.00	1.80	1.00	1	2	4	1	1	55	3	6	2	48	4	1	2	2	3	2	1	2	4	3	2	2	4	4	2	2	1	2	40	1	1	3	3	3	3	3	3	5	0.26	0.26
1498	2	3	29	60	19	51	32	63	5	6	36	55	37	61	37	63	38	52	30	48	34	55	53	50	43	51	41	59	3.50	3.00	4.00	3.17	3.67	3.80	1.20	1.75	1	2	4	1	1	9	6	5	2	48	4	1	1	2	1	1	2	1	4	4	3	4	4	4	4	4	2	2	100	2	1	3	3	3	3	3	3	5	0.25	0.88
1499	2	3	25	55	16	47	19	47	8	8	40	58	34	58	35	59	46	57	32	51	38	59	61	55	42	50	35	50	3.67	3.60	4.00	3.00	3.75	3.40	1.00	1.50	1	2	4	1	1	25	6	5	2	48	4	1	3	2	2	2	3	2	5	4	2	4	4	3	2	1	3	3	75	1	1	1	3	3	3	3	3	2	0.32	0.33
1500	2	4	32	62	27	61	27	57	7	8	51	64	34	58	28	51	49	59	39	57	33	53	60	54	52	59	31	46	3.00	3.00	3.33	3.83	4.00	3.80	1.00	1.75	1	2	4	1	1	48	5	3	2	48	4	1	1	1	1	2	1	2	5	3	2	4	2	3	2	2	2	2	75	2	1	3	3	3	2	3	3	2	0.26	0.78
1501	1	1	24	54	34	67	25	54	8	2	40	58	42	65	34	59	49	59	46	63	32	53	74	62	57	64	43	62	2.33	2.80	2.67	2.17	2.00	2.20	2.80	1.00	1	2	3	2	1	42	5	3	2	48	4	2	2	2	2	2	3	2	4	3	3	2	2	2	2	2	2	2	75	1	2	3	3	3	3	3	3	2	0.27	0.85
1502	1	5	24	54	18	50	12	36	7	7	38	57	25	50	19	41	42	55	27	46	22	41	58	53	43	51	24	37	3.00	3.40	3.00	3.83	3.00	3.00	1.00	2.75	1	2	4	1	1	9	3	8	1	48	4	1	3	2	2	1	2	2	5	2	2	2	3	2	2	2	2	3	30	1	1	3	3	3	3	3	3	4	0.26	0.44
1503	1	4	16	42	21	55	18	46	7	7	36	55	35	59	15	35	36	51	30	49	24	43	62	55	45	53	39	56	2.67	3.80	4.00	2.33	3.00	3.00	1.20	2.25	1	2	4	1	1	0	5	5	2	48	4	2	1	1	1	1	2	1	5	4	4	3	2	4	2	2	3	2	45	1	1	3	3	3	3	3	3	7	0.27	0.17
1504	1	3	78	88	37	70	40	73	7	4	75	77	38	61	41	68	82	78	36	55	46	73	85	71	46	54	47	71	2.83	2.80	4.00	3.33	3.00	3.00	1.80	1.50	1	2	5	1	1	30	3	4	2	48	4	2	1	2	2	2	2	2	4	3	2	3	2	2	2	1	2	2	40	1	2	3	3	3	3	3	3	1	0.28	0.55
1505	2	4	15	39	16	46	11	35	3	8	34	54	23	47	22	45	53	61	26	45	20	38	76	63	38	46	26	40	3.67	2.40	4.00	3.00	3.25	2.75	1.00	1.25	2	2	6	1	1	0	2	6	1	48	4	1	1	1	1	1	2	1	6	4	3	4	4	4	2	2	3	3	25	1	1	2	3	3	3	2	3	7	0.27	0.58
1506	2	1	26	56	27	61	27	57	6	7	37	56	37	61	28	51	47	58	36	54	28	47	61	55	51	58	34	49	3.33	2.20	3.00	3.33	3.75	3.60	1.00	2.00	1	2	5	1	1	24	5	5	2	48	4	1	4	1	3	1	3	1	4	3	3	3	3	3	3	2	3	3	200	1	1	3	3	3	3	3	3	5	0.30	0.57
1507	1	1	33	64	22	55	26	55	8	7	49	63	39	63	30	53	55	62	39	57	35	56	65	57	56	63	42	59	3.33	3.40	3.67	4.00	4.00	4.00	1.00	1.00	1	1	5	1	2	9	6	6	2	48	4	1	3	1	2	2	2	1	4	4	2	2	4	3	3	2	2	3	100	2	1	3	3	3	3	3	3	7	0.26	0.92
1508	1	5	20	48	18	50	16	43	7	8	34	53	37	61	30	54	35	49	32	50	33	54	60	54	40	48	33	48	3.33	3.00	3.33	3.83	3.67	3.40	1.00	1.00	2	2	3	2	1	0	5	5	2	48	4	1	2	2	2	2	2	2	6	3	3	4	4	3	3	1	3	3	150	1	1	3	3	3	3	3	3	3	0.27	0.43
1509	1	5	21	50	20	53	19	46	6	6	49	63	32	56	34	59	66	67	38	56	26	45	73	62	45	52	37	54	3.00	2.60	3.67	2.33	2.00	1.80	2.00	1.00	1	2	4	1	1	15	3	6	2	48	4	1	2	1	3	1	3	2	4	2	1	1	2	2	1	1	1	2	10	1	1	3	3	3	3	3	3	7	0.30	0.51
1510	2	8	19	46	14	43	25	54	4	6	30	49	15	33	36	61	32	47	17	32	39	61	61	54	44	52	41	58	2.67	2.40	3.33	2.00	2.25	2.20	3.20	2.00	1	1	6	1	1	15	4	4	2	48	4	1	3	2	3	2	2	2	3	2	2	4	3	2	4	4	1	2	50	1	2	3	3	3	3	3	3	7	0.28	0.29
1511	1	1	41	69	20	52	21	50	7	7	31	51	24	48	16	37	43	55	28	46	26	45	50	48	41	49	31	46	3.33	3.20	4.00	2.33	3.50	3.60	1.60	1.25	2	2	4	1	1	0	5	5	2	48	4	1	5	2	3	2	3	2	4	4	2	2	2	2	2	2	1	2	100	2	2	3	3	3	3	3	3	7	0.31	0.58
1512	1	1	21	50	22	56	30	60	4	6	40	58	39	62	32	57	38	52	37	55	35	56	52	49	40	48	38	54	3.67	3.20	3.00	3.40	3.50	3.60	1.20	1.00	1	2	3	2	1	4	4	6	2	48	4	1	1	2	2	2	2	2	6	4	3	4	3	2	2	4	3	3	30	1	1	2	3	3	3	3	3	7	0.34	0.33
1513	1	2	33	63	20	53	24	54	8	6	38	57	28	52	33	58	51	60	42	60	39	61	59	53	43	51	38	54	3.50	3.40	4.00	2.83	3.25	3.00	1.60	1.25	1	2	8	1	1	48	6	6	2	48	4	1	3	1	1	1	3	1	6	3	3	4	3	4	3	2	3	4	100	1	1	2	3	3	3	3	3	7	0.27	0.34
1514	2	8	30	61	20	53	15	42	6	7	42	60	25	49	20	42	49	59	36	54	30	50	69	59	40	47	31	45	3.83	2.20	3.67	3.33	3.50	2.80	1.40	1.25	1	2	4	1	1	40	3	6	2	48	4	1	3	2	1	2	2	2	6	4	4	4	4	3	4	4	1	3	50	1	2	3	3	3	3	3	3	5	0.31	0.15
1515	2	6	24	54	19	51	10	30	6	8	28	48	24	48	15	35	33	48	26	45	16	33	58	53	34	42	25	39	2.50	2.60	3.00	2.83	3.50	3.00	1.00	1.00	2	2	4	1	1	0	4	4	2	48	4	1	2	1	2	2	1	2	5	4	3	3	4	3	3	2	3	4	100	2	1	3	2	2	2	3	3	5	0.32	0.76
1516	2	1	22	50	19	51	23	52	5	7	25	44	17	37	35	60	29	44	24	42	33	54	36	38	34	41	41	59	3.50	2.60	3.67	2.17	2.25	2.20	2.80	2.00	1	2	3	2	1	35	5	4	2	48	4	2	3	1	2	3	2	2	4	4	3	3	2	3	3	2	1	2	55	1	2	3	3	3	3	3	3	5	0.26	0.19
1517	1	1	27	57	24	58	26	55	7	4	41	59	32	56	33	57	43	56	44	61	32	53	55	51	50	57	41	59	2.83	3.40	3.67	3.33	3.75	4.00	1.60	1.50	1	2	4	1	1	44	3	6	2	48	4	2	3	1	3	2	3	2	4	3	2	2	2	4	3	4	3	2	80	2	2	3	3	3	3	3	3	7	0.33	0.50
